timestamp,service,cpu_utilization,rps,latency_p95_ms,error_rate,mem_mb,node
2026-06-13T11:42:00,payments,1.9,0.0,1.39,0.0,54.0,node-1
2026-06-13T11:42:00,auth,1.1,0.0,1.5,0.0,54.1,node-1
2026-06-13T11:42:00,checkout,0.9,0.0,1.1,0.0,54.1,node-2
2026-06-13T11:42:00,fraud,0.7,0.0,2.31,0.0,53.7,node-2
2026-06-13T11:43:00,payments,0.5,2.333,1.54,1.0,54.0,node-1
2026-06-13T11:43:00,auth,0.2,0.933,1.32,1.0,54.2,node-1
2026-06-13T11:43:00,checkout,0.3,1.533,1.16,1.0,54.2,node-2
2026-06-13T11:43:00,fraud,0.3,1.067,1.64,1.0,53.8,node-2
2026-06-13T11:44:00,payments,0.3,2.0,1.39,1.0,54.0,node-1
2026-06-13T11:44:00,auth,0.3,1.467,1.32,1.0,54.2,node-1
2026-06-13T11:44:00,checkout,0.3,1.6,1.3,1.0,54.2,node-2
2026-06-13T11:44:00,fraud,0.3,1.067,1.58,1.0,53.8,node-2
2026-06-13T11:45:00,payments,0.3,1.6,1.34,1.0,54.0,node-1
2026-06-13T11:45:00,auth,0.3,1.267,1.32,1.0,54.2,node-1
2026-06-13T11:45:00,checkout,0.5,2.467,1.16,1.0,54.2,node-2
2026-06-13T11:45:00,fraud,0.2,1.0,1.58,1.0,53.8,node-2
2026-06-13T11:46:00,payments,0.3,2.133,1.22,1.0,54.0,node-1
2026-06-13T11:46:00,auth,0.3,1.8,1.32,1.0,54.2,node-1
2026-06-13T11:46:00,checkout,0.3,1.6,1.27,1.0,54.2,node-2
2026-06-13T11:46:00,fraud,0.3,1.0,1.58,1.0,53.8,node-2
2026-06-13T11:47:00,payments,0.4,2.133,1.33,1.0,54.1,node-1
2026-06-13T11:47:00,auth,0.2,1.2,1.25,1.0,54.2,node-1
2026-06-13T11:47:00,checkout,0.4,2.4,1.23,1.0,54.2,node-2
2026-06-13T11:47:00,fraud,0.1,0.867,1.39,1.0,53.8,node-2
2026-06-13T11:48:00,payments,0.3,2.133,1.22,1.0,54.1,node-1
2026-06-13T11:48:00,auth,0.3,1.667,1.25,1.0,54.2,node-1
2026-06-13T11:48:00,checkout,0.3,1.867,1.23,1.0,54.2,node-2
2026-06-13T11:48:00,fraud,0.2,1.133,1.35,1.0,53.8,node-2
2026-06-13T11:49:00,payments,0.4,2.333,1.22,1.0,54.1,node-1
2026-06-13T11:49:00,auth,0.3,1.467,1.25,1.0,54.2,node-1
2026-06-13T11:49:00,checkout,0.3,1.467,1.23,1.0,54.2,node-2
2026-06-13T11:49:00,fraud,0.3,1.733,1.32,1.0,53.8,node-2
2026-06-13T11:50:00,payments,0.4,2.467,1.24,1.0,54.1,node-1
2026-06-13T11:50:00,auth,0.3,1.6,1.25,1.0,54.2,node-1
2026-06-13T11:50:00,checkout,0.4,1.867,1.23,1.0,54.2,node-2
2026-06-13T11:50:00,fraud,0.2,1.0,1.35,1.0,53.8,node-2
2026-06-13T11:51:00,payments,0.4,2.933,1.24,1.0,54.1,node-1
2026-06-13T11:51:00,auth,0.3,1.733,1.25,1.0,54.3,node-1
2026-06-13T11:51:00,checkout,0.3,1.467,1.27,1.0,54.2,node-2
2026-06-13T11:51:00,fraud,0.3,0.933,1.33,1.0,53.8,node-2
2026-06-13T11:52:00,payments,0.5,2.733,1.21,1.0,54.1,node-1
2026-06-13T11:52:00,auth,0.3,1.533,1.25,1.0,54.3,node-1
2026-06-13T11:52:00,checkout,0.4,2.067,1.27,1.0,54.2,node-2
2026-06-13T11:52:00,fraud,0.2,0.667,1.33,1.0,53.8,node-2
2026-06-13T11:53:00,payments,0.5,3.0,1.22,1.0,54.1,node-1
2026-06-13T11:53:00,auth,0.2,1.133,1.25,1.0,54.3,node-1
2026-06-13T11:53:00,checkout,0.3,1.733,1.24,1.0,54.2,node-2
2026-06-13T11:53:00,fraud,0.2,1.133,1.33,1.0,53.9,node-2
2026-06-13T11:54:00,payments,0.3,1.8,1.24,1.0,54.1,node-1
2026-06-13T11:54:00,auth,0.4,1.933,1.25,1.0,54.3,node-1
2026-06-13T11:54:00,checkout,0.4,2.267,1.24,1.0,54.3,node-2
2026-06-13T11:54:00,fraud,0.3,0.867,1.33,1.0,53.9,node-2
2026-06-13T11:55:00,payments,0.3,2.267,1.23,1.0,54.1,node-1
2026-06-13T11:55:00,auth,0.2,1.333,1.25,1.0,54.3,node-1
2026-06-13T11:55:00,checkout,0.4,2.333,1.24,1.0,54.3,node-2
2026-06-13T11:55:00,fraud,0.1,0.8,1.35,1.0,53.9,node-2
2026-06-13T11:56:00,payments,0.3,1.933,1.23,1.0,54.1,node-1
2026-06-13T11:56:00,auth,0.3,1.467,1.27,1.0,54.3,node-1
2026-06-13T11:56:00,checkout,0.4,2.4,1.24,1.0,54.3,node-2
2026-06-13T11:56:00,fraud,0.2,0.867,1.35,1.0,53.9,node-2
2026-06-13T11:57:00,payments,0.3,1.867,1.23,1.0,54.1,node-1
2026-06-13T11:57:00,auth,0.3,1.667,1.27,1.0,54.3,node-1
2026-06-13T11:57:00,checkout,0.3,1.867,1.25,1.0,54.3,node-2
2026-06-13T11:57:00,fraud,0.2,1.067,1.35,1.0,53.9,node-2
2026-06-13T11:58:00,payments,0.4,2.2,1.23,1.0,54.1,node-1
2026-06-13T11:58:00,auth,0.3,1.333,1.29,1.0,54.4,node-1
2026-06-13T11:58:00,checkout,0.3,1.733,1.24,1.0,54.3,node-2
2026-06-13T11:58:00,fraud,0.2,1.067,1.35,1.0,53.9,node-2
2026-06-13T11:59:00,payments,0.3,1.8,1.23,1.0,54.1,node-1
2026-06-13T11:59:00,auth,0.3,1.067,1.29,1.0,54.4,node-1
2026-06-13T11:59:00,checkout,0.4,2.133,1.25,1.0,54.3,node-2
2026-06-13T11:59:00,fraud,0.3,1.067,1.35,1.0,53.9,node-2
2026-06-13T12:00:00,payments,0.4,2.2,1.23,1.0,54.1,node-1
2026-06-13T12:00:00,auth,0.1,0.6,1.3,1.0,54.4,node-1
2026-06-13T12:00:00,checkout,0.3,1.867,1.25,1.0,54.3,node-2
2026-06-13T12:00:00,fraud,0.2,1.2,1.36,1.0,53.9,node-2
2026-06-13T12:01:00,payments,0.4,2.2,1.24,1.0,54.1,node-1
2026-06-13T12:01:00,auth,0.2,0.867,1.3,1.0,54.4,node-1
2026-06-13T12:01:00,checkout,0.4,1.533,1.28,1.0,54.3,node-2
2026-06-13T12:01:00,fraud,0.3,1.0,1.36,1.0,53.9,node-2
2026-06-13T12:02:00,payments,0.4,1.8,1.34,1.0,54.1,node-1
2026-06-13T12:02:00,auth,0.4,1.2,1.34,1.0,54.4,node-1
2026-06-13T12:02:00,checkout,0.3,1.6,1.36,1.0,54.3,node-2
2026-06-13T12:02:00,fraud,0.1,0.8,1.43,1.0,53.9,node-2
2026-06-13T12:03:00,payments,0.4,1.4,1.36,1.0,54.2,node-1
2026-06-13T12:03:00,auth,0.3,1.733,1.43,1.0,54.4,node-1
2026-06-13T12:03:00,checkout,0.3,1.133,1.39,1.0,54.3,node-2
2026-06-13T12:03:00,fraud,0.3,0.867,1.54,1.0,53.9,node-2
2026-06-13T12:04:00,payments,0.3,1.467,1.36,1.0,54.2,node-1
2026-06-13T12:04:00,auth,0.3,1.133,1.43,1.0,54.4,node-1
2026-06-13T12:04:00,checkout,0.2,1.133,1.39,1.0,54.3,node-2
2026-06-13T12:04:00,fraud,0.3,1.2,1.54,1.0,53.9,node-2
2026-06-13T12:05:00,payments,0.4,1.667,1.36,0.16,54.2,node-1
2026-06-13T12:05:00,auth,0.3,1.0,1.43,0.1333,54.4,node-1
2026-06-13T12:05:00,checkout,0.3,1.4,1.39,0.1905,54.3,node-2
2026-06-13T12:05:00,fraud,0.1,0.6,1.54,0.3333,53.9,node-2
2026-06-13T12:06:00,payments,0.3,1.6,1.36,0.0,54.2,node-1
2026-06-13T12:06:00,auth,0.3,1.067,1.38,0.0,54.5,node-1
2026-06-13T12:06:00,checkout,0.3,1.333,1.39,0.0,54.3,node-2
2026-06-13T12:06:00,fraud,0.2,0.533,1.54,0.0,53.9,node-2
2026-06-13T12:07:00,payments,0.3,1.4,1.36,0.0,54.2,node-1
2026-06-13T12:07:00,auth,0.2,0.733,1.38,0.0,54.5,node-1
2026-06-13T12:07:00,checkout,0.3,1.067,1.39,0.0,54.3,node-2
2026-06-13T12:07:00,fraud,0.3,1.2,1.54,0.0,53.9,node-2
2026-06-13T12:08:00,payments,0.3,1.6,1.36,0.0,54.2,node-1
2026-06-13T12:08:00,auth,0.2,0.733,1.36,0.0,54.5,node-1
2026-06-13T12:08:00,checkout,0.2,1.133,1.39,0.0,54.3,node-2
2026-06-13T12:08:00,fraud,0.2,0.733,1.54,0.0,53.9,node-2
2026-06-13T12:09:00,payments,0.3,0.933,1.35,0.0,54.2,node-1
2026-06-13T12:09:00,auth,0.3,1.133,1.38,0.0,54.5,node-1
2026-06-13T12:09:00,checkout,0.3,1.2,1.36,0.0,54.3,node-2
2026-06-13T12:09:00,fraud,0.2,0.867,1.52,0.0,53.9,node-2
2026-06-13T12:10:00,payments,0.3,1.533,1.35,0.0,54.2,node-1
2026-06-13T12:10:00,auth,0.1,0.867,1.36,0.0,54.5,node-1
2026-06-13T12:10:00,checkout,0.3,1.2,1.35,0.0,54.3,node-2
2026-06-13T12:10:00,fraud,0.2,0.467,1.54,0.0,53.9,node-2
2026-06-13T12:11:00,payments,0.3,1.133,1.35,0.0,54.2,node-1
2026-06-13T12:11:00,auth,0.2,0.733,1.36,0.0,54.5,node-1
2026-06-13T12:11:00,checkout,0.2,1.067,1.35,0.0,54.3,node-2
2026-06-13T12:11:00,fraud,0.2,1.067,1.52,0.0,53.9,node-2
2026-06-13T12:12:00,payments,0.3,1.6,1.34,0.0,54.2,node-1
2026-06-13T12:12:00,auth,0.3,0.8,1.36,0.0,54.5,node-1
2026-06-13T12:12:00,checkout,0.3,1.0,1.35,0.0,54.3,node-2
2026-06-13T12:12:00,fraud,0.1,0.667,1.45,0.0,53.9,node-2
2026-06-13T12:13:00,payments,0.4,1.133,1.44,0.0,54.3,node-1
2026-06-13T12:13:00,auth,0.1,0.733,1.38,0.0,54.6,node-1
2026-06-13T12:13:00,checkout,0.3,1.4,1.35,0.0,54.3,node-2
2026-06-13T12:13:00,fraud,0.3,0.733,1.49,0.0,53.9,node-2
2026-06-13T12:14:00,payments,0.3,1.8,13.05,0.0,54.3,node-1
2026-06-13T12:14:00,auth,0.2,0.733,1.42,0.0909,54.6,node-1
2026-06-13T12:14:00,checkout,0.2,1.067,1.34,0.0,54.3,node-2
2026-06-13T12:14:00,fraud,0.1,0.533,1.45,0.0,53.9,node-2
2026-06-13T12:15:00,payments,0.3,1.133,500.87,0.0,54.3,node-1
2026-06-13T12:15:00,auth,0.1,0.6,1.38,0.2222,54.6,node-1
2026-06-13T12:15:00,checkout,0.3,1.067,1.35,0.0,54.3,node-2
2026-06-13T12:15:00,fraud,0.3,1.6,1.45,0.0,53.9,node-2
2026-06-13T12:16:00,payments,0.3,1.333,501.09,0.0,54.3,node-1
2026-06-13T12:16:00,auth,0.3,0.8,1.38,0.1667,54.6,node-1
2026-06-13T12:16:00,checkout,0.2,1.133,1.35,0.0,54.3,node-2
2026-06-13T12:16:00,fraud,0.3,1.2,1.43,0.0,53.9,node-2
2026-06-13T12:17:00,payments,0.4,2.0,501.26,0.0,54.3,node-1
2026-06-13T12:17:00,auth,0.2,0.733,1.38,0.2727,54.6,node-1
2026-06-13T12:17:00,checkout,0.3,1.333,1.35,0.0,54.3,node-2
2026-06-13T12:17:00,fraud,0.1,0.533,1.43,0.0,53.9,node-2
2026-06-13T12:18:00,payments,0.3,1.4,501.33,0.0,54.3,node-1
2026-06-13T12:18:00,auth,0.1,0.733,1.38,0.3636,54.6,node-1
2026-06-13T12:18:00,checkout,0.3,1.667,1.34,0.0,54.3,node-2
2026-06-13T12:18:00,fraud,0.3,1.0,1.39,0.0,53.9,node-2
2026-06-13T12:19:00,payments,0.3,1.933,501.42,0.0,54.3,node-1
2026-06-13T12:19:00,auth,0.2,0.867,1.38,0.1538,54.6,node-1
2026-06-13T12:19:00,checkout,0.3,1.533,1.33,0.0,54.3,node-2
2026-06-13T12:19:00,fraud,0.1,0.667,1.43,0.0,53.9,node-2
2026-06-13T12:20:00,payments,0.5,2.4,501.44,0.0,54.3,node-1
2026-06-13T12:20:00,auth,0.1,0.867,1.38,0.3846,54.6,node-1
2026-06-13T12:20:00,checkout,0.3,1.333,1.33,0.0,54.3,node-2
2026-06-13T12:20:00,fraud,0.3,0.8,1.39,0.0,53.9,node-2
2026-06-13T12:21:00,payments,0.3,1.467,501.48,0.0,54.3,node-1
2026-06-13T12:21:00,auth,0.3,1.2,1.36,0.2778,54.6,node-1
2026-06-13T12:21:00,checkout,0.3,1.933,1.33,0.0,54.3,node-2
2026-06-13T12:21:00,fraud,0.1,0.867,1.39,0.0,53.9,node-2
2026-06-13T12:22:00,payments,0.3,1.6,501.49,0.0,54.3,node-1
2026-06-13T12:22:00,auth,0.3,1.467,1.36,0.2273,54.6,node-1
2026-06-13T12:22:00,checkout,0.4,1.733,1.33,0.0,54.3,node-2
2026-06-13T12:22:00,fraud,0.3,1.0,1.39,0.0,53.9,node-2
2026-06-13T12:23:00,payments,0.5,3.0,501.54,0.0,54.3,node-1
2026-06-13T12:23:00,auth,0.2,1.133,1.36,0.1176,54.6,node-1
2026-06-13T12:23:00,checkout,0.2,1.067,1.33,0.0,54.3,node-2
2026-06-13T12:23:00,fraud,0.2,0.8,1.39,0.0,53.9,node-2
2026-06-13T12:24:00,payments,0.4,2.6,501.56,0.0,54.4,node-1
2026-06-13T12:24:00,auth,0.3,1.133,1.36,0.2353,54.6,node-1
2026-06-13T12:24:00,checkout,0.3,1.733,1.33,0.0,54.3,node-2
2026-06-13T12:24:00,fraud,0.1,0.667,1.39,0.0,53.9,node-2
2026-06-13T12:25:00,payments,0.5,2.4,501.58,0.0,54.4,node-1
2026-06-13T12:25:00,auth,0.2,1.467,1.36,0.3182,54.6,node-1
2026-06-13T12:25:00,checkout,0.3,1.933,1.33,0.0,54.3,node-2
2026-06-13T12:25:00,fraud,0.3,0.667,1.39,0.0,53.9,node-2
2026-06-13T12:26:00,payments,0.6,2.867,501.65,0.0,54.4,node-1
2026-06-13T12:26:00,auth,0.3,1.467,1.36,0.2273,54.6,node-1
2026-06-13T12:26:00,checkout,0.3,1.467,1.32,0.0,54.3,node-2
2026-06-13T12:26:00,fraud,0.1,0.8,1.38,0.0,53.9,node-2
2026-06-13T12:27:00,payments,0.3,2.133,501.66,0.0,54.4,node-1
2026-06-13T12:27:00,auth,0.2,1.2,1.36,0.3889,54.6,node-1
2026-06-13T12:27:00,checkout,0.4,2.133,1.32,0.0,54.3,node-2
2026-06-13T12:27:00,fraud,0.3,1.333,1.38,0.0,53.9,node-2
2026-06-13T12:28:00,payments,0.5,2.333,501.69,0.0,54.5,node-1
2026-06-13T12:28:00,auth,0.3,1.4,1.36,0.0952,54.6,node-1
2026-06-13T12:28:00,checkout,0.4,1.867,1.32,0.0,54.3,node-2
2026-06-13T12:28:00,fraud,0.2,1.267,1.38,0.0,53.9,node-2
2026-06-13T12:29:00,payments,0.4,2.067,501.69,0.0,54.5,node-1
2026-06-13T12:29:00,auth,0.3,1.733,1.36,0.1923,54.6,node-1
2026-06-13T12:29:00,checkout,0.4,2.267,1.32,0.0,54.3,node-2
2026-06-13T12:29:00,fraud,0.2,0.867,1.38,0.0,53.9,node-2
2026-06-13T12:30:00,payments,0.5,2.6,501.7,0.0,54.5,node-1
2026-06-13T12:30:00,auth,0.2,1.133,1.35,0.2353,54.6,node-1
2026-06-13T12:30:00,checkout,0.3,1.733,1.32,0.0,54.3,node-2
2026-06-13T12:30:00,fraud,0.3,1.6,1.38,0.0,53.9,node-2
2026-06-13T12:31:00,payments,0.4,2.267,501.71,0.0,54.5,node-1
2026-06-13T12:31:00,auth,0.3,1.6,1.35,0.0833,54.6,node-1
2026-06-13T12:31:00,checkout,0.3,2.2,1.32,0.0,54.3,node-2
2026-06-13T12:31:00,fraud,0.3,0.867,1.37,0.0,53.9,node-2
2026-06-13T12:32:00,payments,0.5,2.733,501.73,0.0,54.5,node-1
2026-06-13T12:32:00,auth,0.3,1.667,1.35,0.28,54.6,node-1
2026-06-13T12:32:00,checkout,0.3,1.2,1.32,0.0,54.3,node-2
2026-06-13T12:32:00,fraud,0.3,1.333,1.37,0.0,54.0,node-2
2026-06-13T12:33:00,payments,0.4,2.133,501.73,0.0,54.5,node-1
2026-06-13T12:33:00,auth,0.3,1.733,1.34,0.1538,54.6,node-1
2026-06-13T12:33:00,checkout,0.4,2.2,1.32,0.0,54.3,node-2
2026-06-13T12:33:00,fraud,0.2,0.867,1.37,0.0,54.0,node-2
2026-06-13T12:34:00,payments,0.3,2.0,501.74,0.0,54.5,node-1
2026-06-13T12:34:00,auth,0.3,2.133,1.34,0.2188,54.6,node-1
2026-06-13T12:34:00,checkout,0.4,1.933,1.32,0.0,54.3,node-2
2026-06-13T12:34:00,fraud,0.2,0.867,1.37,0.0,54.0,node-2
2026-06-13T12:35:00,payments,0.5,2.533,501.75,0.0,54.5,node-1
2026-06-13T12:35:00,auth,0.3,1.4,1.34,0.1905,54.6,node-1
2026-06-13T12:35:00,checkout,0.4,2.267,1.32,0.0,54.3,node-2
2026-06-13T12:35:00,fraud,0.1,0.533,1.37,0.0,54.0,node-2
2026-06-13T12:36:00,payments,0.5,2.6,501.79,0.0,54.5,node-1
2026-06-13T12:36:00,auth,0.3,1.533,1.34,0.0435,54.6,node-1
2026-06-13T12:36:00,checkout,0.3,1.533,1.32,0.0,54.3,node-2
2026-06-13T12:36:00,fraud,0.3,0.867,1.37,0.0,54.0,node-2
2026-06-13T12:37:00,payments,0.5,3.267,501.81,0.0,54.5,node-1
2026-06-13T12:37:00,auth,0.1,0.733,1.34,0.2727,54.6,node-1
2026-06-13T12:37:00,checkout,0.2,1.067,1.32,0.0,54.3,node-2
2026-06-13T12:37:00,fraud,0.3,1.333,1.37,0.0,54.0,node-2
2026-06-13T12:38:00,payments,0.5,2.067,501.81,0.0,54.5,node-1
2026-06-13T12:38:00,auth,0.3,1.4,1.34,0.3333,54.6,node-1
2026-06-13T12:38:00,checkout,0.3,1.267,1.32,0.0,54.3,node-2
2026-06-13T12:38:00,fraud,0.3,1.467,1.36,0.0,54.0,node-2
2026-06-13T12:39:00,payments,0.4,2.467,501.82,0.0,54.5,node-1
2026-06-13T12:39:00,auth,0.2,0.867,1.34,0.2308,54.6,node-1
2026-06-13T12:39:00,checkout,0.3,1.667,1.32,0.0,54.3,node-2
2026-06-13T12:39:00,fraud,0.2,0.933,1.36,0.0,54.0,node-2
2026-06-13T12:40:00,payments,0.4,1.933,501.82,0.0,54.5,node-1
2026-06-13T12:40:00,auth,0.3,0.933,1.34,0.0714,54.6,node-1
2026-06-13T12:40:00,checkout,0.3,1.667,1.32,0.0,54.3,node-2
2026-06-13T12:40:00,fraud,0.3,1.267,1.36,0.0,54.0,node-2
2026-06-13T12:41:00,payments,0.4,1.933,501.83,0.0,54.5,node-1
2026-06-13T12:41:00,auth,0.3,1.333,1.35,0.15,54.6,node-1
2026-06-13T12:41:00,checkout,0.3,1.4,1.32,0.0,54.3,node-2
2026-06-13T12:41:00,fraud,0.3,0.8,1.36,0.0,54.0,node-2
2026-06-13T12:42:00,payments,0.4,2.067,501.84,0.0,54.5,node-1
2026-06-13T12:42:00,auth,0.3,1.2,1.35,0.1667,54.6,node-1
2026-06-13T12:42:00,checkout,0.3,1.467,1.32,0.0,54.3,node-2
2026-06-13T12:42:00,fraud,0.1,0.6,1.36,0.0,54.0,node-2
2026-06-13T12:43:00,payments,0.4,1.4,501.85,0.0,54.5,node-1
2026-06-13T12:43:00,auth,0.2,1.133,1.35,0.1765,54.6,node-1
2026-06-13T12:43:00,checkout,0.2,1.133,1.32,0.0,54.3,node-2
2026-06-13T12:43:00,fraud,0.3,1.2,1.36,0.0,54.0,node-2
2026-06-13T12:44:00,payments,0.3,1.667,501.85,0.0,54.5,node-1
2026-06-13T12:44:00,auth,0.2,1.267,1.34,0.2632,54.6,node-1
2026-06-13T12:44:00,checkout,0.3,1.133,1.32,0.0,54.3,node-2
2026-06-13T12:44:00,fraud,0.2,0.933,1.35,0.0,54.0,node-2
2026-06-13T12:45:00,payments,0.3,1.8,501.84,0.0,54.5,node-1
2026-06-13T12:45:00,auth,0.3,0.867,1.34,0.1538,54.6,node-1
2026-06-13T12:45:00,checkout,0.3,1.333,1.32,0.0,54.3,node-2
2026-06-13T12:45:00,fraud,0.2,0.6,1.36,0.0,54.0,node-2
2026-06-13T12:46:00,payments,0.3,1.133,501.86,0.0,54.5,node-1
2026-06-13T12:46:00,auth,0.2,0.933,1.34,0.2143,54.6,node-1
2026-06-13T12:46:00,checkout,0.3,1.6,1.32,0.0,54.3,node-2
2026-06-13T12:46:00,fraud,0.2,0.8,1.35,0.0,54.0,node-2
2026-06-13T12:47:00,payments,0.3,1.4,501.85,0.0,54.5,node-1
2026-06-13T12:47:00,auth,0.2,1.133,1.35,0.1176,54.6,node-1
2026-06-13T12:47:00,checkout,0.2,1.133,1.3,0.0,54.3,node-2
2026-06-13T12:47:00,fraud,0.1,0.533,1.35,0.0,54.0,node-2
2026-06-13T12:48:00,payments,0.3,1.667,501.84,0.0,54.5,node-1
2026-06-13T12:48:00,auth,0.2,0.867,1.35,0.1538,54.6,node-1
2026-06-13T12:48:00,checkout,0.3,1.067,1.29,0.0,54.3,node-2
2026-06-13T12:48:00,fraud,0.1,0.533,1.35,0.0,54.0,node-2
2026-06-13T12:49:00,payments,0.3,1.6,501.86,0.0,54.5,node-1
2026-06-13T12:49:00,auth,0.2,0.867,1.35,0.0,54.6,node-1
2026-06-13T12:49:00,checkout,0.2,1.0,1.29,0.0,54.3,node-2
2026-06-13T12:49:00,fraud,0.2,0.6,1.35,0.0,54.0,node-2
2026-06-13T12:50:00,payments,0.3,1.4,501.87,0.0,54.5,node-1
2026-06-13T12:50:00,auth,0.3,0.933,1.35,0.1429,54.6,node-1
2026-06-13T12:50:00,checkout,0.3,1.4,1.29,0.0,54.3,node-2
2026-06-13T12:50:00,fraud,0.1,0.267,1.35,0.0,54.0,node-2
2026-06-13T12:51:00,payments,0.2,1.267,501.87,0.0,54.5,node-1
2026-06-13T12:51:00,auth,0.1,0.8,1.34,0.1667,54.6,node-1
2026-06-13T12:51:00,checkout,0.2,1.267,1.29,0.0,54.3,node-2
